N,P,K,temperature,humidity,ph,rainfall,crop,region,season,soil_texture,historical_yield,market_price,estimated_profit,moisture,moisture_category,season_encoded
76,40,43,25.15745531,83.11713476,5.070175667,231.3843163,rice,Tamil Nadu,Monsoon,Clay,4.636753465534859,3960.5070485704864,183638.94782734438,83.11713476,High,2
67,59,41,21.94766735,80.97384195,6.012632591,213.3560921,rice,Tamil Nadu,Monsoon,Loamy,2.131792956686207,1906.9517898603847,40652.26394364524,80.97384195,High,2
83,41,43,21.0525355,82.67839517,6.254028451,233.1075816,rice,Tamil Nadu,Monsoon,Loamy,3.4968678268918167,6596.716046179663,230678.44105026656,82.67839517,High,2
98,47,37,23.48381344,81.33265073,7.375482851,224.0581164,rice,Tamil Nadu,Monsoon,Loamy,5.017239908586225,1707.1941262463358,85654.02501907106,81.33265073,High,2
66,53,41,25.0756354,80.52389148,7.778915154,257.0038865,rice,Tamil Nadu,Monsoon,Sandy,3.190054720451098,4065.180348672982,129681.47760769285,80.52389148,High,2
97,59,43,26.35927159,84.04403589,6.2865001760000006,271.35861370000003,rice,Tamil Nadu,Monsoon,Loamy,4.526523415615614,3512.5217788603895,158995.12079871364,84.04403589,High,2
97,50,41,24.52922681,80.54498576,7.070959995,260.2634026,rice,Tamil Nadu,Monsoon,Loamy,3.2711916492256865,5077.871934633069,166106.92268409178,80.54498576,High,2
60,49,44,20.77576147,84.49774397,6.244841491,240.0810647,rice,Tamil Nadu,Monsoon,Loamy,2.7577300781970395,6885.2688629565155,189877.13039848715,84.49774397,High,2
84,51,35,22.30157427,80.64416466,6.043304899,197.9791215,rice,Tamil Nadu,Kharif,Loamy,5.776510275000882,2679.6655580050265,154791.15629382007,80.64416466,High,1
73,57,41,21.44653958,84.94375962,5.824709117,272.2017204,rice,Tamil Nadu,Monsoon,Loamy,4.71545516127124,1690.866583809679,79732.05559646421,84.94375962,High,2
92,35,40,22.17931888,80.33127223,6.3573893660000005,200.0882787,rice,Tamil Nadu,Monsoon,Loamy,5.979112941213325,4813.974921678441,287832.9975288397,80.33127223,High,2
85,37,39,24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice,Tamil Nadu,Monsoon,Loamy,3.1008008537109824,1836.999254794126,56961.688575320644,82.73685569,High,2
98,53,38,20.26707606,81.63895217,5.01450727,270.4417274,rice,Tamil Nadu,Monsoon,Clay,2.679903983769986,2802.005389522038,75091.0540592508,81.63895217,High,2
88,54,44,25.7354293,83.88266234,6.149410611,233.1321372,rice,Tamil Nadu,Monsoon,Loamy,3.5074075107478797,4257.895588957141,149341.74968688542,83.88266234,High,2
95,55,42,26.79533926,82.1480873,5.950660556,193.3473987,rice,Tamil Nadu,Kharif,Loamy,2.7627196821076665,5292.504655337256,146217.06778946688,82.1480873,High,1
99,57,35,26.75754171,81.17734011,5.960370061,272.29990560000005,rice,Tamil Nadu,Monsoon,Loamy,2.0192780398798327,1912.8753103345632,38626.271071869036,81.17734011,High,2
95,39,36,23.86330467,83.15250801,5.561398642,285.2493645,rice,Tamil Nadu,Monsoon,Loamy,4.920956180772654,1773.660336724961,87281.04796598003,83.15250801,High,2
60,43,44,21.01944696,82.95221726,7.416245107000001,298.40184710000005,rice,Tamil Nadu,Monsoon,Loamy,2.3001665712063235,6093.935637680694,140170.67040876023,82.95221726,High,2
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice,Tamil Nadu,Monsoon,Loamy,4.185091489497948,3581.581584209776,149892.4660701891,83.7287574,High,2
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice,Tamil Nadu,Monsoon,Loamy,4.575603556732706,5013.160523711749,229382.35122767478,82.06719137,High,2
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice,Tamil Nadu,Monsoon,Loamy,5.0823131044807575,6986.938902443413,355098.1114409456,83.52842314,High,2
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice,Tamil Nadu,Monsoon,Loamy,5.991864353328219,4960.186836889169,297207.66693804064,80.14509262,High,2
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,rice,Tamil Nadu,Monsoon,Loamy,2.772235976846801,5432.386493992319,150598.57278782164,84.81360127,High,2
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice,Tamil Nadu,Monsoon,Loamy,3.0969166225218894,2661.9757083673476,82439.16819992321,82.36698992,High,2
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice,Tamil Nadu,Kharif,Loamy,5.807496369328304,5469.678952740889,317651.40659434156,80.52586088,High,1
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,rice,Tamil Nadu,Kharif,Clay,2.361662241945457,3031.4121200162717,71591.71543618258,84.47963372,High,1
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,rice,Tamil Nadu,Monsoon,Sandy,5.7016197990811435,1984.6353550945078,113156.3623456328,84.59201843,High,2
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice,Tamil Nadu,Monsoon,Loamy,2.3973106377847526,4018.06936137287,96325.60423376168,80.70960551,High,2
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice,Tamil Nadu,Monsoon,Sandy,2.9714803585167373,5124.830111041574,152283.32015695187,80.41363018,High,2
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice,Tamil Nadu,Monsoon,Clay,5.71074916482948,3992.891965544983,228024.04457490353,83.06310136,High,2
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice,Tamil Nadu,Monsoon,Loamy,4.253639495583106,4585.841358912755,195065.15924749794,80.3477562,High,2
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice,Tamil Nadu,Kharif,Loamy,4.268451783019816,3341.45992371094,142628.6056925322,82.22572988,High,1
65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,rice,Tamil Nadu,Monsoon,Loamy,2.865080851845439,4038.67208426498,115711.22055510305,81.89918197,High,2
95,52,36,26.22916897,83.83625819,5.543360237999999,286.5083725,rice,Tamil Nadu,Monsoon,Loamy,2.03063373995768,1855.301877605488,37674.38590472538,83.83625819,High,2
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice,Tamil Nadu,Monsoon,Loamy,3.6459518625285057,3953.8179986146706,144154.30096147888,84.79352417,High,2
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice,Tamil Nadu,Monsoon,Loamy,2.5417561264211415,5811.977682185808,147726.2988031872,83.47021081,High,2
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice,Tamil Nadu,Monsoon,Loamy,3.5682810139363106,4147.824071712348,148006.01884239173,82.45432595,High,2
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice,Tamil Nadu,Kharif,Loamy,3.0271164593769417,4560.72025886146,138058.31362213392,82.1235421,High,1
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice,Tamil Nadu,Monsoon,Loamy,3.9622443449488847,6345.407094089571,251420.53374954936,80.2389895,High,2
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice,Tamil Nadu,Monsoon,Sandy,3.072084468356897,5645.809542757057,173444.0380760511,82.20802629,High,2
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice,Tamil Nadu,Monsoon,Loamy,4.350320534445544,6156.461568376429,267825.811804328,83.51827127,High,2
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice,Tamil Nadu,Monsoon,Loamy,4.772879947811836,4217.1710455666835,201280.511198779,83.77345559,High,2
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice,Tamil Nadu,Monsoon,Loamy,3.304712952802171,2727.8264688885292,90146.8346473253,80.72886384,High,2
76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,rice,Tamil Nadu,Monsoon,Loamy,4.045416882989371,4409.7957154711985,178394.6203790138,83.29114712,High,2
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice,Tamil Nadu,Kharif,Loamy,2.7304269034888784,3914.8178820366174,106891.24067372132,82.74835604,High,1
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,rice,Tamil Nadu,Kharif,Loamy,5.5356155891082786,4046.0229234436297,223972.27568904008,80.33502926,High,1
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice,Tamil Nadu,Monsoon,Loamy,2.6943206609088115,5563.576909746742,149900.60216485846,82.11124033,High,2
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,Tamil Nadu,Monsoon,Clay,5.393234518020068,2131.382408219398,114950.45175109597,80.28597873,High,2
91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,rice,Tamil Nadu,Monsoon,Loamy,5.582394230463192,6864.094334404198,383180.80609733076,80.56887849,High,2
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice,Tamil Nadu,Monsoon,Loamy,5.655613241859812,5188.283869401292,293429.26954313606,83.891805,High,2
67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,rice,Tamil Nadu,Monsoon,Loamy,4.152400257940132,2187.860392022819,90848.7205617255,82.17068809999998,High,2
79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,rice,Tamil Nadu,Monsoon,Loamy,3.4509139040569123,2027.4179957224696,69964.44950773868,82.84022551,High,2
78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,rice,Tamil Nadu,Kharif,Loamy,2.5527084079676783,5331.103312612697,136087.52249850772,83.00320459,High,1
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice,Tamil Nadu,Monsoon,Loamy,5.843453978331202,6054.418492365907,353787.1582569756,84.56919326,High,2
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice,Tamil Nadu,Monsoon,Loamy,5.083682192932564,4241.095088002841,215603.7957741381,81.85872947,High,2
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice,Tamil Nadu,Monsoon,Sandy,3.351854718764629,6723.5171189314915,225362.52581785285,81.78596776,High,2
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice,Tamil Nadu,Kharif,Clay,4.879172811137764,2374.0404592652408,115833.53661387973,81.97927117,High,1
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice,Tamil Nadu,Kharif,Loamy,5.7415010600363265,3651.3764035439185,209643.8149153904,81.46033732,High,1
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice,Tamil Nadu,Monsoon,Sandy,4.509991406661113,3884.136386153485,175174.21723851966,83.72874389,High,2
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice,Tamil Nadu,Kharif,Loamy,3.037721160786055,2200.178971708025,66835.30219873971,80.37979919,High,1
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice,Tamil Nadu,Kharif,Loamy,2.67898128912059,5865.579558782566,157137.778878267,82.94682591,High,1
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice,Tamil Nadu,Monsoon,Loamy,2.2059095789619763,5487.560304971928,121050.6184186908,81.05635517,High,2
67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,rice,Tamil Nadu,Kharif,Loamy,3.823028890000413,4372.759764342592,167171.86908113124,84.96907151,High,1
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice,Tamil Nadu,Monsoon,Clay,5.488967919485038,6527.133125913871,358272.2433434933,80.54372813,High,2
66,60,38,22.08576562,83.47038318,6.372576327000001,231.7364957,rice,Tamil Nadu,Monsoon,Loamy,3.490066828366045,5676.865585215257,198126.40268052564,83.47038318,High,2
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice,Tamil Nadu,Monsoon,Clay,2.3133113586720286,3822.2163931739688,88419.76597631774,81.43321641,High,2
84,50,44,25.48591986,81.40633547,5.9353444060000005,182.6549356,rice,Tamil Nadu,Kharif,Loamy,5.90976103224922,2748.2827033479834,162416.94025850453,81.40633547,High,1
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice,Tamil Nadu,Monsoon,Clay,2.1680792813181577,4657.291920150281,100973.78119128283,81.03569343,High,2
91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,rice,Tamil Nadu,Monsoon,Loamy,3.4493863218480176,6358.410425597198,219326.13950750805,84.1341879,High,2
93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,rice,Tamil Nadu,Monsoon,Loamy,4.9925213473576875,6278.955533279795,313478.1953900905,81.91411159,High,2
90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,rice,Tamil Nadu,Monsoon,Loamy,5.745804430391062,2478.1697354687863,142390.786453176,83.88387074,High,2
81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,rice,Tamil Nadu,Monsoon,Loamy,2.472796579484783,6371.68595631012,157558.83238314893,80.12267476,High,2
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice,Tamil Nadu,Monsoon,Sandy,2.204000034822096,6082.430623577467,134056.7730616772,83.85642678,High,2
60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,rice,Tamil Nadu,Monsoon,Loamy,5.400014271687663,2336.104485848838,126149.97563737296,82.81088865,High,2
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice,Tamil Nadu,Kharif,Loamy,3.98101328909299,5828.554922142232,232035.54601256584,83.46358271,High,1
93,47,37,21.53346343,82.14004101,6.500343222000001,295.9248796,rice,Tamil Nadu,Monsoon,Loamy,4.916947292582767,6843.94111272163,336512.97724792507,82.14004101,High,2
60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,rice,Tamil Nadu,Monsoon,Loamy,3.888005447405407,3416.004104327577,132814.42565984846,83.32931909999998,High,2
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,Tamil Nadu,Kharif,Loamy,5.366930643493885,1693.3369507243222,90880.21970602858,84.67353597,High,1
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice,Tamil Nadu,Kharif,Clay,3.4347308582411276,3768.1983702248212,129427.47222185119,83.59512273,High,1
71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize,Tamil Nadu,Rabi,Loamy,3.5032864698309645,2435.245805007733,85313.63679396207,63.69070564,High,0
61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,maize,Tamil Nadu,Kharif,Loamy,2.1892673696125478,4692.957153561613,102741.37963282222,71.57476937,High,1
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize,Tamil Nadu,Rabi,Loamy,4.594703737683797,5544.023369365633,254731.4489703059,71.59351368,High,0
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize,Tamil Nadu,Rabi,Loamy,3.2537762101635064,5043.247471328535,164095.98644176047,57.68272924,Medium,0
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize,Tamil Nadu,Rabi,Loamy,4.061476423962745,2836.8116770981915,115216.43745756519,62.69503871,High,0
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize,Tamil Nadu,Kharif,Loamy,3.4598963501278734,1972.8917497698667,68260.00964226156,57.80840636,Medium,1
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize,Tamil Nadu,Kharif,Loamy,3.9320485429537837,6343.958792098958,249447.53925031552,66.50415474,High,1
89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,maize,Tamil Nadu,Rabi,Loamy,3.573315020556258,1652.6203453787566,59053.331034187824,66.69029010000001,High,0
76,44,17,20.41683147,62.55424820000001,5.855442401,65.27798457,maize,Tamil Nadu,Rabi,Loamy,2.900287962180935,2449.5375971493695,71043.64405921928,62.55424820000001,High,0
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize,Tamil Nadu,Kharif,Loamy,4.087108314796515,5137.263207565564,209965.5117093943,66.78627406,High,1
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize,Tamil Nadu,Rabi,Loamy,3.3691253862533697,2373.120453484684,79953.40364472357,73.4541537,High,0
90,49,21,24.84016732,68.3584573,6.4725232870000005,74.05474936,maize,Tamil Nadu,Rabi,Loamy,4.396114117861593,6976.378003397241,306689.53832273686,68.3584573,High,0
62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,maize,Tamil Nadu,Rabi,Loamy,5.8314268916889525,5942.992539276299,346561.2651064262,58.84015925,Medium,0
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,maize,Tamil Nadu,Rabi,Loamy,3.7490746782778688,3034.227181631204,113755.4429479597,65.76816093,High,0
66,54,21,25.19008683,60.200168700000006,5.919045532,72.12375573,maize,Tamil Nadu,Rabi,Loamy,4.1953888397801045,4807.072191158055,201675.37022801797,60.200168700000006,High,0
63,58,22,18.25405352,55.28220433,6.204747652999999,63.72358154,maize,Tamil Nadu,Rabi,Loamy,2.4968494535025987,2975.462383413622,74292.81625943842,55.28220433,Medium,0
70,47,17,24.612911800000006,70.4162444,6.600827017,104.1626147,maize,Tamil Nadu,Kharif,Loamy,3.9542809222972615,2254.336477962517,89142.79727245984,70.4162444,High,1
61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,maize,Tamil Nadu,Rabi,Loamy,4.958234020615731,1614.5621330488473,80053.76896480698,65.26185135,High,0
66,53,19,23.09348056,60.11593810000001,6.033550195,65.49730729,maize,Tamil Nadu,Rabi,Loamy,2.235755646858975,4330.011604325411,96808.47895335428,60.11593810000001,High,0
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize,Tamil Nadu,Rabi,Loamy,3.4074869467753297,1849.2133091773044,63011.70212824877,62.89366992,High,0
77,57,21,24.9321581,73.80435276,6.550563822999999,79.74078719,maize,Tamil Nadu,Rabi,Loamy,5.647340612928618,5661.373918624572,319717.06855623383,73.80435276,High,0
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize,Tamil Nadu,Rabi,Loamy,5.759364978747794,5082.145655816482,292699.31707004685,71.09445342,High,0
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,maize,Tamil Nadu,Rabi,Loamy,4.591173625798806,2890.156603214595,132692.10771107115,66.65952796,High,0
83,45,21,18.83344471,58.75082029,5.716222912,79.75328959999999,maize,Tamil Nadu,Rabi,Loamy,5.353291166540902,5593.21236530902,299420.94347796123,58.75082029,Medium,0
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize,Tamil Nadu,Rabi,Loamy,2.665155208144768,2234.6644128184,59557.27498278728,67.22190688,High,0
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize,Tamil Nadu,Rabi,Loamy,4.474843430812192,5582.821946303256,249822.5411180926,68.49835977,High,0
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize,Tamil Nadu,Kharif,Loamy,2.5151475390928413,4528.8541993004565,113907.36494280823,57.48775781,Medium,1
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize,Tamil Nadu,Kharif,Loamy,5.633535440154807,6096.1395694149105,343428.1831242896,71.50905983,High,1
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize,Tamil Nadu,Rabi,Loamy,3.518953425794706,5333.584770186837,187686.3639881544,63.10459626,High,0
87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,maize,Tamil Nadu,Kharif,Loamy,3.782924562258626,6575.428724671785,248743.50829941806,63.4711755,High,1
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize,Tamil Nadu,Rabi,Loamy,2.9170207423564007,5062.965652204244,147687.75825317783,63.1621551,High,0
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize,Tamil Nadu,Rabi,Loamy,2.168029736978801,6266.815914905084,135866.43259686235,55.53128131,Medium,0
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize,Tamil Nadu,Rabi,Loamy,2.733809378541196,4851.353415504064,132626.75465922875,67.99257471,High,0
64,35,23,23.02038334,61.89472002,5.680361037999999,63.03843397,maize,Tamil Nadu,Rabi,Loamy,5.758439620135754,6970.132310881,401370.8605656553,61.89472002,High,0
60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,maize,Tamil Nadu,Rabi,Loamy,4.782881999593782,1947.9478769651603,93168.04836883588,65.61418761,High,0
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize,Tamil Nadu,Kharif,Loamy,2.566228304643248,4712.675288056692,120938.00714803857,74.089114,High,1
75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,maize,Tamil Nadu,Rabi,Loamy,2.0781537457947237,4505.167049510559,93624.29779371333,62.35750641,High,0
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize,Tamil Nadu,Kharif,Loamy,2.1576810092448433,4528.974930261439,97720.83198371096,59.64024162,Medium,1
98,35,18,23.79746068,74.82913698,6.252797547999999,91.76337172,maize,Tamil Nadu,Rabi,Loamy,4.974657022846801,3231.412736561618,160751.70063652852,74.82913698,High,0
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize,Tamil Nadu,Rabi,Loamy,4.704472374993039,6438.919194682903,302917.17476198147,74.52600826,High,0
99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,maize,Tamil Nadu,Rabi,Loamy,2.7105573505534863,5110.208517083267,138515.1325884108,73.13112261,High,0
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize,Tamil Nadu,Rabi,Loamy,2.0577061307858915,5845.822745691359,120289.85303296724,70.04556743,High,0
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize,Tamil Nadu,Rabi,Loamy,2.942618738665377,5105.1764943783965,150225.88016551887,60.27766379,High,0
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize,Tamil Nadu,Kharif,Loamy,4.178101498660864,3778.6554167946783,157876.05859832838,57.21025565,Medium,1
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize,Tamil Nadu,Kharif,Loamy,4.900163616513755,3377.65449650328,165510.59672919457,72.85462807,High,1
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize,Tamil Nadu,Rabi,Loamy,3.15318727078237,5782.905871343401,182345.8518165264,69.00128641,High,0
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize,Tamil Nadu,Rabi,Loamy,3.7435530467451623,5286.937386216901,197919.30560123187,68.74248334,High,0
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,maize,Tamil Nadu,Kharif,Loamy,5.519261825429414,1777.0145827162476,98078.08749617165,56.35606753,Medium,1
74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,maize,Tamil Nadu,Rabi,Loamy,3.78248316765115,2566.891032848045,97092.22124942405,61.89082199,High,0
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,maize,Tamil Nadu,Rabi,Loamy,2.281514969360212,4818.130314476738,109926.36436806904,65.47050802,High,0
99,36,20,20.57981887,65.34583901,6.671085817000001,78.34604471,maize,Tamil Nadu,Rabi,Loamy,3.0221207720859504,4920.016972008747,148688.85490123054,65.34583901,High,0
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize,Tamil Nadu,Rabi,Loamy,5.380458925617755,4939.966745872665,265792.88170085475,56.73426469,Medium,0
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize,Tamil Nadu,Rabi,Loamy,4.782946486859965,5860.9508769124905,280326.14406387426,63.91281869,High,0
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize,Tamil Nadu,Rabi,Loamy,5.495928548052963,3272.4199400537063,179849.86169758928,64.23580251,High,0
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize,Tamil Nadu,Kharif,Loamy,5.276187977299635,3802.0340114211863,200602.46140344767,61.74427165,High,1
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize,Tamil Nadu,Kharif,Loamy,2.3130234856700977,4124.303664593626,95396.11238240308,61.24500053,High,1
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize,Tamil Nadu,Kharif,Loamy,5.70544704971859,3314.713396661311,189119.21769643962,61.91044947,High,1
